Tipo,CDA,Product SKU SAP,SKU,Tipo Documento Factu,Numero de Serie,Correl. Serie,Marca,Cantidad C.U,Cantidad C.F,Ingresos en Soles,Fee 1,Importe Total Factura,Ventas Brutas
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,149640,FRUGOS BEBIDAS,64.459,30.5,768.91,88.91,886.12,750.9491525
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,149641,FRUGOS BEBIDAS,21.134,10,231.8,29.15,262.5,222.4576271
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,150451,FRUGOS BEBIDAS,31.701,15,378.15,43.73,435.79,369.3135593
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,150452,FRUGOS BEBIDAS,21.134,10,231.8,29.15,262.5,222.4576271
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,151074,FRUGOS BEBIDAS,70.271,33.25,838.23,96.92,966.03,818.6694915
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,160985,FRUGOS BEBIDAS,49.93,23.625,595.59,68.87,686.38,581.6779661
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,161590,FRUGOS BEBIDAS,48.08,22.75,573.53,66.32,660.95,560.1271186
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,161594,FRUGOS BEBIDAS,2.113,1,25.21,2.92,26.26,22.25423729
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,162281,FRUGOS BEBIDAS,43.325,20.5,516.81,59.76,595.59,504.7372881
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,162287,FRUGOS BEBIDAS,2.113,1,25.21,2.92,26.26,22.25423729
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,162977,FRUGOS BEBIDAS,35.928,17,428.57,49.56,493.9,418.559322
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,162981,FRUGOS BEBIDAS,31.701,15,378.15,43.73,394.03,333.9237288
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,164033,FRUGOS BEBIDAS,15.851,7.5,189.08,21.86,217.9,184.6610169
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,164038,FRUGOS BEBIDAS,65.516,31,781.51,90.37,814.33,690.1101695
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,165414,FRUGOS BEBIDAS,30.645,14.5,365.55,42.27,421.27,357.0084746
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254901,FRUGOS BEBIDA DURAZNO TBA 1.5LX8,FACTURA,775,165419,FRUGOS BEBIDAS,27.475,13,327.73,37.9,341.49,289.3983051
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,147983,FRUGOS BEBIDAS,5.44,9,136.26,7.51,173.29,146.8559322
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,148302,FRUGOS BEBIDAS,6.044,10,136.9,8.34,172.55,146.2288136
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,148468,FRUGOS BEBIDAS,12.089,20,302.8,16.68,385.13,326.3813559
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,149168,FRUGOS BEBIDAS,3.627,6,90.84,5,115.56,97.93220339
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,149640,FRUGOS BEBIDAS,9.067,15,227.1,12.51,288.85,244.7881356
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,150451,FRUGOS BEBIDAS,7.858,13,196.82,10.84,250.35,212.1610169
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,151074,FRUGOS BEBIDAS,6.044,10,151.4,8.34,192.56,163.1864407
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,160985,FRUGOS BEBIDAS,5.742,9.5,143.83,7.92,182.95,155.0423729
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,160986,FRUGOS BEBIDAS,6.044,10,136.9,8.34,172.55,146.2288136
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,161590,FRUGOS BEBIDAS,10.88,18,272.52,15.01,346.63,293.7542373
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,164033,FRUGOS BEBIDAS,7.556,12.5,189.25,10.43,240.7,203.9830508
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,FACTURA,775,165414,FRUGOS BEBIDAS,10.578,17.5,264.95,14.6,336.97,285.5677966
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254904,FRUGOS BEBIDA DZ VNR 286MLX12,NOTA DE CREDITO,832,53026,FRUGOS BEBIDAS,-0.604,-1,-15.14,-1.19,-19.26,-16.3220339
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,147983,INCA KOLA SIN AZUCAR,6.869,13,113.49,10.13,137.03,116.1271186
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,147984,INCA KOLA SIN AZUCAR,0.528,1,8.72,0.78,6.21,5.262711864
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,148302,INCA KOLA SIN AZUCAR,5.284,10,85.8,7.79,103.36,87.59322034
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,148308,INCA KOLA SIN AZUCAR,5.284,10,87.3,7.79,87.35,74.02542373
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,148468,INCA KOLA SIN AZUCAR,18.492,35,305.55,27.27,368.96,312.6779661
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,148469,INCA KOLA SIN AZUCAR,5.284,10,85.8,7.79,103.36,87.59322034
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,148475,INCA KOLA SIN AZUCAR,5.812,11,96.02,8.57,96.08,81.42372881
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,148476,INCA KOLA SIN AZUCAR,2.642,5,43.64,3.9,31,26.27118644
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,149168,INCA KOLA SIN AZUCAR,5.284,10,87.3,7.79,105.42,89.33898305
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,149174,INCA KOLA SIN AZUCAR,1.057,2,17.46,1.56,17.47,14.80508475
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,149175,INCA KOLA SIN AZUCAR,3.17,6,52.38,4.67,63.26,53.61016949
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,149176,INCA KOLA SIN AZUCAR,1.585,3,26.18,2.34,18.59,15.75423729
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,149640,INCA KOLA SIN AZUCAR,15.322,29,253.17,22.59,305.71,259.0762712
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,149641,INCA KOLA SIN AZUCAR,2.642,5,42.9,3.9,51.66,43.77966102
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,149653,INCA KOLA SIN AZUCAR,2.113,4,34.92,3.12,42.16,35.72881356
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,149654,INCA KOLA SIN AZUCAR,2.113,4,34.93,3.12,24.82,21.03389831
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,150451,INCA KOLA SIN AZUCAR,23.248,44,384.12,34.28,463.86,393.1016949
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,150461,INCA KOLA SIN AZUCAR,3.699,7,61.1,5.45,43.43,36.80508475
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,150831,INCA KOLA SIN AZUCAR,1.585,3,26.19,2.34,31.61,26.78813559
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,151074,INCA KOLA SIN AZUCAR,20.078,38,331.74,29.6,400.61,339.5
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,151082,INCA KOLA SIN AZUCAR,2.113,4,34.92,3.12,24.81,21.02542373
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,160985,INCA KOLA SIN AZUCAR,13.209,25,218.25,19.48,263.54,223.3389831
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,160995,INCA KOLA SIN AZUCAR,4.227,8,69.84,6.23,69.87,59.21186441
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,160996,INCA KOLA SIN AZUCAR,3.17,6,52.37,4.67,37.21,31.53389831
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,161590,INCA KOLA SIN AZUCAR,30.116,57,497.61,44.4,600.92,509.2542373
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,161591,INCA KOLA SIN AZUCAR,5.284,10,85.8,7.79,103.36,87.59322034
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,161598,INCA KOLA SIN AZUCAR,4.227,8,69.84,6.23,69.87,59.21186441
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,161599,INCA KOLA SIN AZUCAR,4.755,9,78.57,7.01,55.81,47.29661017
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,162281,INCA KOLA SIN AZUCAR,3.699,7,61.11,5.45,73.81,62.55084746
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,162289,INCA KOLA SIN AZUCAR,1.057,2,17.46,1.56,18.18,15.40677966
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,162292,INCA KOLA SIN AZUCAR,2.113,4,34.92,3.12,34.93,29.60169492
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,162293,INCA KOLA SIN AZUCAR,4.227,8,69.84,6.23,66.99,56.77118644
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,162294,INCA KOLA SIN AZUCAR,4.227,8,69.84,6.23,49.63,42.05932203
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,162977,INCA KOLA SIN AZUCAR,20.606,39,340.47,30.38,411.15,348.4322034
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,162986,INCA KOLA SIN AZUCAR,2.642,5,43.65,3.9,45.47,38.53389831
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,162990,INCA KOLA SIN AZUCAR,2.113,4,34.92,3.12,24.81,21.02542373
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,164033,INCA KOLA SIN AZUCAR,14.266,27,235.71,21.03,284.65,241.2288136
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,164040,INCA KOLA SIN AZUCAR,2.113,4,34.92,3.12,36.38,30.83050847
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,164044,INCA KOLA SIN AZUCAR,5.812,11,96.03,8.57,68.24,57.83050847
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,165414,INCA KOLA SIN AZUCAR,12.152,23,200.79,17.92,242.47,205.4830508
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,165421,INCA KOLA SIN AZUCAR,1.057,2,17.46,1.56,18.18,15.40677966
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,165424,INCA KOLA SIN AZUCAR,6.34,12,104.75,9.35,100.46,85.13559322
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254905,INCA KOLA SIN AZUCAR PET 500MLX6,FACTURA,775,165425,INCA KOLA SIN AZUCAR,0.528,1,8.72,0.78,6.21,5.262711864
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,147983,SAN LUIS,34.343,32.5,206.7,59.22,145.75,123.5169492
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,148468,SAN LUIS,29.588,28,178.08,51.02,125.59,106.4322034
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,149168,SAN LUIS,10.567,10,63.6,18.22,44.85,38.00847458
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,149640,SAN LUIS,39.626,37.5,238.5,68.33,168.19,142.5338983
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,150451,SAN LUIS,36.456,34.5,219.42,62.86,154.75,131.1440678
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,151074,SAN LUIS,28.531,27,171.72,49.19,121.1,102.6271186
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,160985,SAN LUIS,22.191,21,133.56,38.26,94.2,79.83050847
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,161590,SAN LUIS,13.913,13.167,83.74,23.99,59.06,50.05084746
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,162281,SAN LUIS,9.51,9,57.24,16.4,40.36,34.20338983
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,162977,SAN LUIS,34.871,33,209.88,60.13,148.01,125.4322034
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,164033,SAN LUIS,28.531,27,171.72,49.19,121.1,102.6271186
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254912,SAN LUIS SIN GAS PFM 1LX6 TAPA PLANA,FACTURA,775,165414,SAN LUIS,10.039,9.5,60.42,17.31,42.61,36.11016949
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,147983,INCA KOLA SIN AZUCAR,2.113,2,22.84,3.21,25.31,21.44915254
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,148468,INCA KOLA SIN AZUCAR,2.113,2,22.84,3.21,25.31,21.44915254
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,149168,INCA KOLA SIN AZUCAR,3.17,3,34.26,4.82,37.95,32.16101695
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,149640,INCA KOLA SIN AZUCAR,5.812,5.5,62.81,8.83,69.6,58.98305085
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,150451,INCA KOLA SIN AZUCAR,3.17,3,34.26,4.82,37.95,32.16101695
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,151074,INCA KOLA SIN AZUCAR,3.17,3,34.26,4.82,37.95,32.16101695
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,160985,INCA KOLA SIN AZUCAR,4.227,4,45.68,6.42,50.61,42.88983051
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,161590,INCA KOLA SIN AZUCAR,5.284,5,57.1,8.03,63.26,53.61016949
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,162281,INCA KOLA SIN AZUCAR,4.755,4.5,51.39,7.23,56.94,48.25423729
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,162977,INCA KOLA SIN AZUCAR,10.039,9.5,108.49,15.26,120.19,101.8559322
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,163635,INCA KOLA SIN AZUCAR,1.057,1,11.42,0,15.76,13.3559322
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,164033,INCA KOLA SIN AZUCAR,5.284,5,57.1,8.03,63.26,53.61016949
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254970,INCA KOLA SIN AZUCAR PET 1LX6,FACTURA,775,165414,INCA KOLA SIN AZUCAR,4.227,4,45.68,6.42,50.61,42.88983051
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,147983,COCA COLA SIN AZUCAR,2.113,2,22.84,3.21,25.31,21.44915254
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,148468,COCA COLA SIN AZUCAR,3.17,3,34.26,4.82,37.95,32.16101695
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,149168,COCA COLA SIN AZUCAR,1.057,1,11.42,1.61,12.65,10.72033898
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,149640,COCA COLA SIN AZUCAR,5.284,5,57.1,8.03,63.26,53.61016949
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,150451,COCA COLA SIN AZUCAR,2.113,2,22.84,3.21,25.31,21.44915254
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,151074,COCA COLA SIN AZUCAR,2.113,2,22.84,3.21,25.31,21.44915254
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,160985,COCA COLA SIN AZUCAR,2.113,2,22.84,3.21,25.31,21.44915254
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,161590,COCA COLA SIN AZUCAR,4.227,4,45.68,6.42,50.61,42.88983051
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,162281,COCA COLA SIN AZUCAR,2.642,2.5,28.55,4.02,31.62,26.79661017
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,162977,COCA COLA SIN AZUCAR,4.227,4,45.68,6.42,50.61,42.88983051
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,164033,COCA COLA SIN AZUCAR,5.284,5,57.1,8.03,63.26,53.61016949
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254971,COCA-COLA SIN AZUCAR PET 1LX6,FACTURA,775,165414,COCA COLA SIN AZUCAR,2.113,2,22.84,3.21,25.31,21.44915254
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254974,INCA KOLA SIN AZUCAR PET 2.25LX6,FACTURA,775,147983,INCA KOLA SIN AZUCAR,7.133,3,82.23,10.51,93.15,78.94067797
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254974,INCA KOLA SIN AZUCAR PET 2.25LX6,FACTURA,775,149640,INCA KOLA SIN AZUCAR,7.133,3,82.23,10.51,93.15,78.94067797
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254974,INCA KOLA SIN AZUCAR PET 2.25LX6,FACTURA,775,150451,INCA KOLA SIN AZUCAR,4.755,2,54.82,7.01,62.1,52.62711864
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254974,INCA KOLA SIN AZUCAR PET 2.25LX6,FACTURA,775,160985,INCA KOLA SIN AZUCAR,4.755,2,54.82,7.01,62.1,52.62711864
Ventas,DISTRIBUIDORA LAS DUNAS S A C,254974,INCA KOLA SIN AZUCAR PET 2.25LX6,FACTURA,775,165414,INCA KOLA SIN AZUCAR,1.189,0.5,13.71,1.75,15.53,13.16101695
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255330,COCA-COLA SIN AZUCAR PET 300MLX6-ET/PREC,NOTA DE CREDITO,832,53025,COCA COLA SIN AZUCAR,-0.634,-2,-9.12,-1.27,-10.84,-9.186440678
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,147983,INCA KOLA,15.851,50,264.5,21.85,344.86,292.2542373
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,148467,INCA KOLA,0.317,1,5.29,0,0,0
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,148468,INCA KOLA,10.144,32,169.28,13.98,220.71,187.0423729
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,148469,INCA KOLA,9.51,30,154.8,13.11,201.17,170.4830508
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,149167,INCA KOLA,0.211,0.667,3.53,0,0,0
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,149168,INCA KOLA,8.876,28,148.12,12.24,193.12,163.6610169
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,149639,INCA KOLA,0.106,0.333,1.76,0,0,0
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,149640,INCA KOLA,14.9,47,248.63,20.54,324.16,274.7118644
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,149641,INCA KOLA,28.531,90,464.4,39.33,603.49,511.4322034
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,150450,INCA KOLA,0.845,2.667,14.11,0,0,0
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,150451,INCA KOLA,16.802,53,280.37,23.16,365.55,309.7881356
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,150452,INCA KOLA,6.34,20,103.2,8.74,134.11,113.6525424
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,151073,INCA KOLA,0.211,0.667,3.53,0,0,0
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,151074,INCA KOLA,16.802,53,280.37,23.16,365.55,309.7881356
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,160985,INCA KOLA,12.681,40,211.6,17.48,275.88,233.7966102
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,160986,INCA KOLA,3.17,10,51.6,4.37,67.06,56.83050847
Ventas,DISTRIBUIDORA LAS DUNAS S A C,255331,INCA KOLA PET 300MLX6,FACTURA,775,161590,INCA KOLA,13.949,44,232.76,19.23,303.47,257.1779661
